individual	Lactate	Lactose	Maltose	Mannose
A11_08	-0.40260063	0.37215634	1.11768947	0.383164217
A11_09	-0.075419567	-1.784061984	2.238370463	-0.451546649
A11_10	-1.521556493	-2.773745777	2.00802275	0.509010251
A11_11	-0.329113752	-0.533729281	0.37987151	-0.422800045
A11_12	0.986487852	1.034324793	2.662624255	1.719794014
A11_13	0	-0.80667367	-6.105477142	-0.881877949
A11_14	-1.016761648	0.164411044	4.45078703	0.618367987
A11_15	-1.406868185	-1.943555658	2.635707185	-0.418299605
A11_16	-1.119687598	-1.435031185	3.728013882	0.846450052
A11_17	-0.998585758	-0.593173671	-7.755474239	0.59235278
A11_18	0.648904377	-1.539122813	-0.857237952	0.386843165
A11_19	0.868011127	2.165068791	-4.300952882	-0.852090067
A11_20	0.206322306	1.731375669	1.304269337	-1.51191327
A11_21	1.554104932	1.129426346	4.271664355	1.401146719
A11_22	0	-5.313531382	-4.132069568	-1.548937407
A11_23	1.219289136	1.017584539	2.678197408	0.918806709
A11_24	-0.503521246	0.984068071	1.624852939	-0.313003249
A11_25	0	-0.702891575	0.92163476	0.477755053
A11_26	1.460195605	2.202505157	1.51358207	1.101698001
A11_27	2.663418019	1.625409921	1.292354216	-1.002040302
A11_28	-0.395099874	0.864038261	1.193931291	-0.089758301
A11_29	2.202943298	2.208170079	-3.26175045	1.893466572
A11_30	0.167208083	0.000611687	-4.606166862	-0.37722525
A11_31	0.392910712	0.35512994	4.541160793	0.930293682
A11_32	0.181002879	-1.931675163	3.146636635	1.181825363
A11_33	-0.002663611	-0.987229314	3.995936924	1.837352197
A11_34	0.922184574	-0.668176921	-4.60112582	-0.146142206
A11_35	0.615681233	1.000644345	3.91439996	-1.35385601
A11_36	-0.221348763	-1.27475003	0.61759744	0.441063846
A11_37	0.543504433	1.15189574	1.112898816	0.148566517
A11_38	0.622287556	1.820579103	3.277067694	0.700908809
A11_39	-0.124260622	0.375452828	-4.687240715	-0.399476656
A11_40	-0.693272167	-1.326900594	4.101895034	1.492505294
A11_41	-3.755095413	-4.055862552	-1.320956679	-3.348437867
A11_42	1.367459552	0.507029985	3.098016357	-0.787233003
A11_43	0.981343897	1.181810184	-4.623240266	0.254866026
A11_44	-1.16512512	-2.046117423	-1.004474453	-1.304621407
A11_45	0.725514984	0.241704531	4.521362734	-1.539636385
A11_46	0.673588049	0.528605999	1.389794133	1.288398956
A11_47	1.463911177	0.853949609	-4.039254991	1.421166558
A11_48	-0.64820645	-0.216173575	3.72399662	-0.169207608
A11_49	0.323986398	0.071347817	1.45485751	1.888300278
A11_50	1.049530029	4.919731114	2.720537518	0.025854219
A11_51	-1.373638714	-0.057567925	1.641480465	-0.125670538
A11_52	0.707774861	0.545320898	-4.973032761	1.882515463
A11_53	1.211097289	-0.212122038	0.840832989	0.872233538
A11_54	0.551374227	0.78716487	2.316778023	1.007920305
A11_55	0.491067444	1.79172926	3.454067993	-1.072105782
A11_56	0.725799697	1.688372267	0.614936709	0.482504865
A11_57	0.937277715	0.386863766	-3.689739939	1.419178626
A11_58	-0.496003746	-1.759253341	1.55933133	0.728571874
A11_59	0.405632396	0.211275992	2.883423775	0.34852913
A11_60	0.495609474	-0.676605225	2.628351667	0.348714773
A11_61	0	3.603049724	1.016416413	1.247711086
A11_62	-0.501981708	-1.396324636	-6.036959518	1.312359934
A11_63	-1.205547019	-0.287882794	-1.900990041	-0.902387422
A11_64	-0.918754728	-1.194605935	3.686107304	0.54634822
A11_65	1.710315439	0.839562453	-5.971419876	0.901920026
A11_66	0.995092564	1.892013958	0.999669795	1.853281685
A11_67	0.739606618	-0.034504602	-3.741495557	0.189304974
A11_68	0.489456432	1.105312818	-4.607489989	0.295868456
A11_69	-0.639928676	-2.34142084	-6.252591759	0.705756627
A11_70	1.781930572	5.110587392	4.69625828	0.608338421
A11_71	-1.509329959	-1.915954997	-0.950202604	-0.036782413
A11_72	-0.750627531	-1.772177878	1.79522659	0.05034855
A11_73	0	-0.66755617	-3.64350142	1.292787872
A11_74	1.449401624	4.108079813	2.261633563	-0.441591566
A11_75	0.58373932	0.33925575	1.526730252	-0.983083605
A11_76	1.444307086	3.135588545	-3.512621389	0.663164788
A11_77	2.16815861	0.932185228	4.001397057	1.94698702
A11_78	2.018508543	2.046509134	-4.046769442	2.099644078
A11_79	1.733274123	1.182687652	3.785923285	2.358253643
A11_80	-1.431141725	-1.606925439	-0.32687884	-0.160462929
A11_81	-0.488493542	-0.846743993	-6.196944883	1.915800033
A11_82	0.324331962	1.530729594	2.400109503	-1.823106706
A11_83	1.269960056	2.569471391	-2.609141919	-0.271475689
A11_84	-0.274782158	-1.326193722	2.551633162	-0.792168015
A11_85	0	-1.662921766	-0.441200761	0.540489818
A11_86	0	0.384669309	3.251290866	3.572625983
A11_87	0	1.257548209	0.662765076	0.240556117
A11_88	0	1.681495035	-0.619431778	0.003643258
A11_89	0	0.528898989	3.417169879	0.82871519
A11_90	0	-1.783111354	-2.234308557	-1.597588256
A11_91	0	2.506086705	3.563082755	1.067787555
A11_92	0	0.366882771	0.442820024	-0.532917247
A11_93	0	0.651481482	0.640160767	1.93276241
A11_94	0	1.848098539	5.215892587	-0.002771987
A11_95	0	0.258557834	0.386591132	1.408747479
A11_96	0	-0.782679663	-8.73859323	2.040638596
